,discourse_id,discourse_text
6066,0f714a0b33e9,Driver good is very important for all people.
6067,0f714a0b33e9,In the united states' there are  much car and this provoke much accidents in the life of the people.
6068,0f714a0b33e9,"The president Obama's say: in the united states' greenhouse gas emissions, unveiled last week, will get a fortuitous assist from an incipient shift in american behavior: recent studies suggest that americans are buying fewer cars, driving less and getting fewer licenses as each year goes by."
6069,0f714a0b33e9,"In the united states peaked in 2005 and dropped steadily thereafter, according to an analysis by doug short of advisor perspectives, an investment research company."
6070,0f714a0b33e9,As april 2013 the nombers of miles driven per person was nearly 9 percent below the peak and equal to where the country was in January 1995.
6071,0f714a0b33e9,"Part of the explanation certainly lies in the recession,because cash-strapped Americans could not afford new cars, and the unemployed weren't going to work anyway."
6072,0f714a0b33e9,"''I think means something more fundamental is going on''.The transportation is the second largest source of Ameica's emissions, just behind power plants."
6073,0f714a0b33e9,But it could have negative implications for thr car industry.
6074,0f714a0b33e9,"Diferent things are converging which suggest that we are witnessing a long -term cultural shift, said Mimi Sheller, a sociology professor at drexel university and director of its mobilities research and policy center."
6075,0f714a0b33e9,She cities various factors:the internet makes telecommuting possible feel more connected without driving to meet friends.
6076,0f714a0b33e9,The precident Obama is very good with the country because this words what he say ser very important for the all people and the world.
6077,d216e0232501,"In paragraph 4 it says ""Long ago, Venus was probably covered largely with Oceans and could have supported various forms of life, just like Earth."
6078,d216e0232501,"The author also states that, Today, Venus still has some features hat are analogous to these on Earth."
6079,d216e0232501,"The planet has a surface of rocky sediment and includes familiar features such as valleys, maountains, and craters."
6080,d216e0232501,"They recall that Venus can sometimes be our nearest option for a planetary visit, but a crucial consideration given the long time frames of space travel."
6081,d216e0232501,"In paragraph 5 it informs us that NASA says, that the visit would not have easy conditions, but survuvable for humans."
6082,d216e0232501,"In paragraph 1 the author tells us that, Venus, sometimes called the ""Evening Star,"" si one of the brightest points of light in the sky, easy even for an amateur stargazer to spot."
6083,d216e0232501,"Although, this nickname is misleading since Venus is actually a planet."
6084,d216e0232501,The author also claims that Venus is the second planet from our sun.
6085,d216e0232501,It has proved a very challenging place to examine more closely.
6086,d216e0232501,"Also referred to as Earth's ""twin,"" Venus is the closest planet to Earth in terms of density and size, occasionally the closest in distance too."
6087,d216e0232501,"The author also says ""Earth, Venus, Mars, our other plaetary neighbor, orbit the sun at different speeds."
6088,d216e0232501,"These differences in speed mean that sometimes we are closer to Mars and other times to Venus."""
6089,d216e0232501,"He also states that Venus is sometimes right arounf the corner, in space terms."
6090,d216e0232501,"In paragraph 2 the author claims ""Numerous factors contribute to Venus's reputation as a challening planet for humans to study, despite its proximity to us."""
6091,d216e0232501,He also states that NASA has sent numerous spacecrafts to land on this cloud- draped world.
6092,d216e0232501,"Each previous mission was unmanned, and for a good reason, since no spacecraft survived the landing for more than a few hours."
6093,d216e0232501,"Maybe this issue explains why not a single spacecraft has touched down on Venus more than three decades ago."""
6094,d216e0232501,But NASA is still studying how they could get a better way to study Venus.
6095,e57cefa5a0a7,I entered a program before called the seagoing cowboys how it all started though was because of my friend don reist.
6096,e57cefa5a0a7,I was working two part time jobs at a grocery store and a bank and when my friend invited me to go to Europe on a cattle boat.
6097,e57cefa5a0a7,I got to travel a lot to.
6098,7dbbe4466737,I am asking you to join the program just like I did.
6099,ab7b8d6fe5e7,"(UNRRA hired seagoing cowboys to take care of the horses,youngcows,and mules that were shipped overseas.)"
6100,4cf92bc017a4,That means you would get to help out other countries and their disasters.
6101,6249b31b77fd,you get to travel all kinds of places in the world
6102,1ee8ca897d3b,"Besides helping people, I had the side benefit of seeing Europe and China."
6103,1ee8ca897d3b,"But seeing the acroplis in Greece was special""."
6104,1ee8ca897d3b,he says)which he is actually me
6105,7a4f4ba73c40,"also found time to have fun on board,"
6106,db34a82db2d6,especially on return trips after the animals had been unloaded.
6107,db34a82db2d6,The cowboys played baseball and volleyball games in the empty hold where animals had been housed.
6108,db34a82db2d6,"Table-tennis tournaments,fencing,boxing,reading,whittling, and games also helped pass time.)"
6109,876b7682e312,So there are 3 reasons that I wrote out of why you should be a seagoing cowboy and if your a girl I suppose you could be a seagoing cowgirl.
6110,876b7682e312,Now I am not forcing you to but just convincing you and I hope that convinced you because all of it is really true.
6111,876b7682e312,So if you don't want to that's fine but if you do Great I didn't write all of that for nothing!
6112,b5d82a5f0eaa,The way that i see it is that the author put a lot of reseach into venus and study it
6113,67209a94f734,some scientist still today though study the plant.
6114,67209a94f734,And trying to find a way to go there but the tests that there getting back isnt good
6115,37bc5043e1da,"like how in the article it said that ""no space craft survived the landing for more than a few hours ""."
6116,221b6d719ab2,So as there doing more tests they find out more things about the plant and try to look for a way to reach venus and to finally land on it .
6117,221b6d719ab2,And to find out more stuff about venus up close .
6118,210e797a8165,"The other thing is they found out about venus is that "" a thick atomsphere of 97 percent carbon dioxide blankets venus"" according to the article"
